,income,weight
141,0.149589,210.1282
142,0.149594,210.1282
143,0.150173,210.1282
144,0.150747,210.1282
145,0.150758,210.1282
146,0.151452,210.1282
147,0.1516,210.1282
148,0.151649,210.1282
149,0.153167,210.1282
150,0.154013,210.1282
151,0.154143,210.1282
152,0.154635,210.1282
153,0.154966,210.1282
154,0.155063,210.1282
155,0.155422,210.1282
156,0.155465,210.1282
157,0.157455,210.1282
158,0.157642,210.1282
159,0.158107,210.1282
160,0.158461,210.1282
161,0.15906,210.1282
162,0.159108,210.1282
163,0.159286,210.1282
164,1.800238,210.1282
165,0.159727,210.1282
166,0.159777,210.1282
167,0.159875,210.1282
168,0.160652,210.1282
169,0.160793,210.1282
170,0.631397,210.1282
171,0.161066,210.1282
172,0.16265,210.1282
173,0.162746,210.1282
174,0.162822,210.1282
175,0.163096,210.1282
176,0.163268,210.1282
177,0.163794,210.1282
178,4.780573,210.1282
179,0.165404,210.1282
180,0.165644,210.1282
181,0.166321,210.1282
182,7.616263,210.1282
183,0.167348,210.1282
184,0.167811,210.1282
185,0.168206,210.1282
186,0.168605,210.1282
187,0.168849,210.1282
188,0.16905,210.1282
189,0.169187,210.1282
190,0.169594,210.1282
191,0.765423,210.1282
192,0.169767,210.1282
193,0.170335,210.1282
194,2.745201,210.1282
195,0.171664,210.1282
196,0.172147,210.1282
197,0.172424,210.1282
198,0.172755,210.1282
199,0.17299,210.1282
200,0.173752,210.1282
201,0.174128,210.1282
202,0.174192,210.1282
203,0.174548,210.1282
204,0.175293,210.1282
205,0.176124,210.1282
206,0.176541,210.1282
207,0.177401,210.1282
208,0.17836,210.1282
209,0.125199,210.1282
210,0.179771,210.1282
211,0.179851,210.1282
212,0.180133,210.1282
213,0.180338,210.1282
214,0.180363,210.1282
215,0.180631,210.1282
216,0.181,210.1282
217,0.181028,210.1282
218,0.326689,210.1282
219,0.182237,210.1282
220,3.460918,210.1282
221,0.183011,210.1282
222,4.39585,210.1282
223,0.183701,210.1282
224,0.184721,210.1282
225,0.185432,210.1282
226,0.185538,210.1282
227,0.186425,210.1282
228,0.186656,210.1282
229,0.186809,210.1282
230,0.188038,210.1282
231,0.189095,210.1282
232,0.189609,210.1282
233,0.190511,210.1282
234,0.191201,210.1282
235,0.191346,210.1282
236,0.393209,210.1282
237,0.192326,210.1282
238,0.192582,210.1282
239,0.193344,210.1282
240,0.193448,210.1282
241,0.45393,210.1282
242,1.551824,210.1282
243,0.193847,210.1282
244,2.606733,210.1282
245,0.195101,210.1282
246,0.19545,210.1282
247,0.195622,210.1282
248,0.195678,210.1282
249,0.195736,210.1282
250,0.27848,210.1282
251,2.312941,210.1282
252,0.196556,210.1282
253,0.491732,210.1282
254,0.197392,210.1282
255,0.197739,210.1282
256,0.197899,210.1282
257,0.19804,210.1282
258,0.198121,210.1282
259,0.198128,210.1282
260,0.198756,210.1282
261,0.199002,210.1282
262,0.199088,210.1282
263,0.199399,210.1282
264,0.200174,210.1282
265,0.201408,210.1282
266,1.042808,210.1282
267,0.202676,210.1282
268,0.205102,210.1282
269,0.205224,210.1282
270,0.2054,210.1282
271,0.205722,210.1282
272,0.206019,210.1282
273,0.206186,210.1282
274,0.20645,210.1282
275,0.206671,210.1282
276,0.206774,210.1282
277,1.343124,210.1282
278,0.207259,210.1282
279,0.207322,210.1282
280,0.207538,210.1282
281,0.207734,210.1282
282,0.207924,210.1282
283,0.208184,210.1282
284,0.208555,210.1282
285,0.208582,210.1282
286,0.208736,210.1282
287,0.208759,210.1282
288,0.208978,210.1282
289,0.859393,210.1282
290,0.209317,210.1282
291,0.653983,210.1282
292,0.209754,210.1282
293,0.209778,210.1282
294,0.210493,210.1282
295,0.211527,210.1282
296,0.211673,210.1282
297,0.211704,210.1282
298,0.642405,210.1282
299,0.212592,210.1282
300,0.21344,210.1282
301,0.213502,210.1282
302,0.213556,210.1282
303,0.213782,210.1282
304,0.213789,210.1282
305,0.431528,210.1282
306,0.2147,210.1282
307,0.21499,210.1282
308,0.215632,210.1282
309,0.216052,210.1282
310,0.216288,210.1282
311,0.216712,210.1282
312,0.217018,210.1282
313,0.217606,210.1282
314,0.218626,210.1282
315,0.219323,210.1282
316,0.219733,210.1282
317,0.22069,210.1282
318,0.22085,210.1282
319,0.220911,210.1282
320,0.221323,210.1282
321,0.221676,210.1282
322,0.447485,210.1282
323,0.222096,210.1282
324,0.222391,210.1282
325,0.22243,210.1282
326,0.22283,210.1282
327,0.411286,210.1282
328,0.223625,210.1282
329,0.225132,210.1282
330,0.225334,210.1282
331,0.225775,210.1282
332,0.226062,210.1282
333,0.388805,210.1282
334,0.226295,210.1282
335,0.226628,210.1282
336,1.987508,210.1282
337,0.401828,210.1282
338,0.228793,210.1282
339,0.229299,210.1282
340,0.229758,210.1282
341,0.230092,210.1282
342,0.230102,210.1282
343,0.230721,210.1282
344,0.232255,210.1282
345,0.426095,210.1282
346,0.232661,210.1282
347,0.232834,210.1282
348,14.99731,210.1282
349,0.233247,210.1282
350,0.233497,210.1282
351,0.234,210.1282
352,0.609377,210.1282
353,0.234142,210.1282
354,0.23438,210.1282
355,0.234543,210.1282
356,0.234755,210.1282
357,0.235084,210.1282
358,0.235352,210.1282
359,0.235405,210.1282
360,0.235772,210.1282
361,0.235775,210.1282
362,0.235871,210.1282
363,0.236641,210.1282
364,0.237108,210.1282
365,0.237226,210.1282
366,0.238168,210.1282
367,0.238269,210.1282
368,0.608664,210.1282
369,0.239329,210.1282
370,0.239428,210.1282
371,0.239876,210.1282
372,0.239944,210.1282
373,0.242008,210.1282
374,0.242155,210.1282
375,0.242939,210.1282
376,0.243204,210.1282
377,0.243826,210.1282
378,0.24386,210.1282
379,0.245006,210.1282
380,0.24503,210.1282
381,0.245064,210.1282
382,0.245201,210.1282
383,0.2455,210.1282
384,0.246065,210.1282
385,0.24608,210.1282
386,0.339348,210.1282
387,0.717618,210.1282
388,1.447861,210.1282
389,0.248148,210.1282
390,0.249015,210.1282
391,0.249228,210.1282
392,0.249284,210.1282
393,0.249702,210.1282
394,0.250924,210.1282
395,0.251174,210.1282
396,0.251219,210.1282
397,0.958992,210.1282
398,0.251469,210.1282
399,0.333585,210.1282
400,0.252576,210.1282
401,0.253354,210.1282
402,0.253525,210.1282
403,3.262787,210.1282
404,0.253984,210.1282
405,0.748868,210.1282
406,0.255335,210.1282
407,0.255481,210.1282
408,0.254009,210.1282
409,0.25587,210.1282
410,0.256061,210.1282
411,0.6492,210.1282
412,0.256452,210.1282
413,0.256515,210.1282
414,0.256735,210.1282
415,0.256815,210.1282
416,0.257055,210.1282
417,0.25712,210.1282
418,0.2574,210.1282
419,0.257527,210.1282
420,0.257659,210.1282
421,0.614376,210.1282
422,0.257995,210.1282
423,0.25845,210.1282
424,0.25879,210.1282
425,0.258909,210.1282
426,2.082675,210.1282
427,0.259259,210.1282
428,0.478026,210.1282
429,0.259831,210.1282
430,0.259853,210.1282
431,0.259885,210.1282
432,0.282992,210.1282
433,0.260191,210.1282
434,0.260736,210.1282
435,1.532806,210.1282
436,0.26116,210.1282
437,0.26147,210.1282
438,0.598105,210.1282
439,0.262225,210.1282
440,0.262301,210.1282
441,0.262803,210.1282
442,0.263176,210.1282
443,0.263383,210.1282
444,0.264042,210.1282
445,0.264287,210.1282
446,0.264516,210.1282
447,0.264672,210.1282
448,0.264757,210.1282
449,0.265808,210.1282
450,0.265886,210.1282
451,0.265906,210.1282
452,0.26614,210.1282
453,0.266215,210.1282
454,0.266367,210.1282
455,0.649758,210.1282
456,0.266764,210.1282
457,0.266891,210.1282
458,1.857498,210.1282
459,1.132517,210.1282
460,0.244847,210.1282
461,0.267685,210.1282
462,0.267699,210.1282
463,0.267724,210.1282
464,0.267817,210.1282
465,0.268501,210.1282
466,0.269571,210.1282
467,0.269794,210.1282
468,0.269939,210.1282
469,0.270352,210.1282
470,3.943424,210.1282
471,0.27078,210.1282
472,0.815933,210.1282
473,0.271317,210.1282
474,2.574549,210.1282
475,0.272427,210.1282
476,0.272512,210.1282
477,0.272596,210.1282
478,0.272983,210.1282
479,0.273582,210.1282
480,0.273666,210.1282
481,0.274019,210.1282
482,0.274034,210.1282
483,0.274556,210.1282
484,0.274757,210.1282
485,0.274813,210.1282
486,0.275079,210.1282
487,0.275326,210.1282
488,0.27563,210.1282
489,0.275646,210.1282
490,0.275685,210.1282
491,0.275997,210.1282
492,0.276312,210.1282
493,0.276427,210.1282
494,0.276887,210.1282
495,0.276898,210.1282
496,0.277278,210.1282
497,0.27734,210.1282
498,0.277449,210.1282
499,0.277592,210.1282
500,2.566575,210.1282
501,0.27794,210.1282
502,0.278531,210.1282
503,0.279217,210.1282
504,1.653973,210.1282
505,0.368832,210.1282
506,1.738037,210.1282
507,0.279925,210.1282
508,0.280197,210.1282
509,6.308838,210.1282
510,0.281098,210.1282
511,0.281343,210.1282
512,0.281443,210.1282
513,0.282034,210.1282
514,0.282337,210.1282
515,0.283037,210.1282
516,0.283088,210.1282
517,0.283655,210.1282
518,0.284483,210.1282
519,0.284525,210.1282
520,0.285089,210.1282
521,0.285098,210.1282
522,0.285804,210.1282
523,0.285928,210.1282
524,1.663997,210.1282
525,0.286305,210.1282
526,0.663095,210.1282
527,0.286545,210.1282
528,0.758425,210.1282
529,0.287443,210.1282
530,0.287581,210.1282
531,0.287596,210.1282
532,1.18987,210.1282
533,0.757362,210.1282
534,0.289021,210.1282
535,0.831965,210.1282
536,0.290579,210.1282
537,1.914224,210.1282
538,0.290742,210.1282
539,0.290775,210.1282
540,1.052958,210.1282
541,0.291439,210.1282
542,0.291628,210.1282
543,0.291947,210.1282
544,0.292155,210.1282
545,1.311735,210.1282
546,0.292323,210.1282
547,0.292351,210.1282
548,0.29282,210.1282
549,0.412866,210.1282
550,0.293406,210.1282
551,0.293542,210.1282
552,0.658827,210.1282
553,0.293766,210.1282
554,0.294088,210.1282
555,0.294235,210.1282
556,1.345336,210.1282
557,0.295829,210.1282
558,0.296059,210.1282
559,0.296622,210.1282
560,0.29696,210.1282
561,0.296982,210.1282
562,0.297794,210.1282
563,0.29815,210.1282
564,0.273822,210.1282
565,0.29852,210.1282
566,0.298935,210.1282
567,1.818044,210.1282
568,0.299163,210.1282
569,0.299392,210.1282
570,0.299906,210.1282
571,0.300252,210.1282
572,0.300606,210.1282
573,0.300967,210.1282
574,0.301047,210.1282
575,0.301228,210.1282
576,0.30145,210.1282
577,0.354432,210.1282
578,0.30226,210.1282
579,0.302585,210.1282
580,0.302633,210.1282
581,0.303183,210.1282
582,0.303851,210.1282
583,0.303868,210.1282
584,0.304398,210.1282
585,0.304767,210.1282
586,0.305091,210.1282
587,0.374914,210.1282
588,0.37882,210.1282
589,0.30529,210.1282
590,0.305304,210.1282
591,0.395644,210.1282
592,0.306878,210.1282
593,0.30699,210.1282
594,0.307397,210.1282
595,0.3084,210.1282
596,0.308527,210.1282
597,0.308671,210.1282
598,0.400043,210.1282
599,0.30937,210.1282
600,0.309418,210.1282
601,0.309769,210.1282
602,0.310075,210.1282
603,0.310196,210.1282
604,0.310247,210.1282
605,0.310354,210.1282
606,2.299444,210.1282
607,0.310878,210.1282
608,0.311033,210.1282
609,0.256705,210.1282
610,1.959122,210.1282
611,0.842562,210.1282
612,0.311853,210.1282
613,0.312202,210.1282
614,0.312819,210.1282
615,0.313157,210.1282
616,0.313495,210.1282
617,0.327698,210.1282
618,0.31432,210.1282
619,0.314695,210.1282
620,0.31501,210.1282
621,0.315104,210.1282
622,0.315706,210.1282
623,1.228783,210.1282
624,0.317248,210.1282
625,0.317464,210.1282
626,2.060092,210.1282
627,0.318527,210.1282
628,0.318748,210.1282
629,0.318865,210.1282
630,3.103328,210.1282
631,0.730282,210.1282
632,0.319692,210.1282
633,0.319911,210.1282
634,0.320141,210.1282
635,0.32016,210.1282
636,0.320844,210.1282
637,0.420331,210.1282
638,0.321541,210.1282
639,0.321618,210.1282
640,0.321648,210.1282
641,0.321697,210.1282
642,0.321708,210.1282
643,0.322587,210.1282
644,0.323129,210.1282
645,0.269776,210.1282
646,0.323514,210.1282
647,0.324168,210.1282
648,0.324203,210.1282
649,0.325628,210.1282
650,0.326278,210.1282
651,0.676411,210.1282
652,0.326846,210.1282
653,0.327057,210.1282
654,0.327452,210.1282
655,1.633735,210.1282
656,0.328407,210.1282
657,0.330096,210.1282
658,0.330243,210.1282
659,2.675321,210.1282
660,0.33093,210.1282
661,0.331289,210.1282
662,0.331344,210.1282
663,0.331604,210.1282
664,0.331801,210.1282
665,0.332454,210.1282
666,0.333289,210.1282
667,0.33345,210.1282
668,0.334017,210.1282
669,4.514964,210.1282
670,0.335305,210.1282
671,0.335466,210.1282
672,0.335613,210.1282
673,0.336011,210.1282
674,0.337247,210.1282
675,0.337318,210.1282
676,0.337722,210.1282
677,0.338111,210.1282
678,1.227568,210.1282
679,0.338415,210.1282
680,0.339025,210.1282
681,0.339643,210.1282
682,0.339719,210.1282
683,0.33978,210.1282
684,0.339856,210.1282
685,0.33999,210.1282
686,0.340501,210.1282
687,0.341245,210.1282
688,0.342139,210.1282
689,0.342183,210.1282
690,0.342333,210.1282
691,0.342348,210.1282
692,0.342521,210.1282
693,0.342543,210.1282
694,0.343015,210.1282
695,0.343786,210.1282
696,0.344726,210.1282
697,0.344816,210.1282
698,0.344974,210.1282
699,0.345476,210.1282
700,0.345704,210.1282
701,0.345753,210.1282
702,0.345757,210.1282
703,2.173745,210.1282
704,1.194415,210.1282
705,0.346134,210.1282
706,0.346178,210.1282
707,0.346315,210.1282
708,0.346441,210.1282
709,0.346572,210.1282
710,0.34662,210.1282
711,2.334147,210.1282
712,0.347333,210.1282
713,0.347798,210.1282
714,0.462668,210.1282
715,0.348046,210.1282
716,0.348409,210.1282
717,0.348464,210.1282
718,0.348835,210.1282
719,0.348951,210.1282
720,0.34925,210.1282
721,0.349282,210.1282
722,0.34954,210.1282
723,0.349645,210.1282
724,0.574201,210.1282
725,0.350493,210.1282
726,0.350616,210.1282
727,0.350733,210.1282
728,0.350738,210.1282
729,0.350746,210.1282
730,0.350754,210.1282
731,0.351008,210.1282
732,0.351212,210.1282
733,0.352112,210.1282
734,0.352387,210.1282
735,0.352441,210.1282
736,0.352651,210.1282
737,0.35301,210.1282
738,0.353061,210.1282
739,0.353182,210.1282
740,0.353674,210.1282
741,0.353987,210.1282
742,0.884639,210.1282
743,0.354571,210.1282
744,0.354602,210.1282
745,6.263645,210.1282
746,0.354965,210.1282
747,2.155639,210.1282
748,0.35502,210.1282
749,0.355064,210.1282
750,0.355495,210.1282
751,0.355866,210.1282
752,0.356061,210.1282
753,0.35649,210.1282
754,0.356492,210.1282
755,0.356524,210.1282
756,0.356641,210.1282
757,0.35676,210.1282
758,0.357271,210.1282
759,0.357781,210.1282
760,0.358035,210.1282
761,0.358587,210.1282
762,0.359231,210.1282
763,0.35945,210.1282
764,0.352866,210.1282
765,0.173384,210.1282
766,0.359954,210.1282
767,0.360256,210.1282
768,0.360279,210.1282
769,3.157863,210.1282
770,0.360528,210.1282
771,0.360663,210.1282
772,0.36069,210.1282
773,0.360696,210.1282
774,0.360978,210.1282
775,0.361274,210.1282
776,0.361369,210.1282
777,0.361912,210.1282
778,0.361954,210.1282
779,0.362177,210.1282
780,0.362593,210.1282
781,0.363901,210.1282
782,0.364101,210.1282
783,0.364117,210.1282
784,0.364119,210.1282
785,0.364199,210.1282
786,0.364265,210.1282
787,0.808081,210.1282
788,0.364701,210.1282
789,1.438743,210.1282
790,3.28273,210.1282
791,1.026601,210.1282
792,1.841413,210.1282
793,0.366325,210.1282
794,2.099208,210.1282
795,0.366563,210.1282
796,0.366637,210.1282
797,0.164999,210.1282
798,0.367027,210.1282
799,0.367289,210.1282
800,0.367596,210.1282
801,0.367673,210.1282
802,0.367802,210.1282
803,1.12417,210.1282
804,0.36818,210.1282
805,0.368541,210.1282
806,0.368624,210.1282
807,0.368695,210.1282
808,0.369154,210.1282
809,0.369374,210.1282
810,0.369858,210.1282
811,0.369992,210.1282
812,1.066556,210.1282
813,0.505107,210.1282
814,0.371055,210.1282
815,0.371322,210.1282
816,0.371384,210.1282
817,0.371493,210.1282
818,0.37184,210.1282
819,1.726897,210.1282
820,0.372053,210.1282
821,0.372204,210.1282
822,0.372225,210.1282
823,0.372695,210.1282
824,0.37273,210.1282
825,0.372747,210.1282
826,0.373352,210.1282
827,0.374271,210.1282
828,0.374483,210.1282
829,0.233034,210.1282
830,0.374773,210.1282
831,0.374875,210.1282
832,0.375185,210.1282
833,0.375719,210.1282
834,0.376295,210.1282
835,0.376593,210.1282
836,0.376624,210.1282
837,0.377313,210.1282
838,0.37752,210.1282
839,0.639051,210.1282
840,0.382475,210.1282
841,0.378665,210.1282
842,0.378698,210.1282
843,0.378733,210.1282
844,3.411208,210.1282
845,0.379004,210.1282
846,5.186698,210.1282
847,0.379317,210.1282
848,0.379404,210.1282
849,0.37942,210.1282
850,1.250588,210.1282
851,0.380136,210.1282
852,0.38075,210.1282
853,0.380761,210.1282
854,0.381524,210.1282
855,0.381603,210.1282
856,1.723053,210.1282
857,0.750984,210.1282
858,0.382175,210.1282
859,3.466408,210.1282
860,1.374551,210.1282
861,0.383628,210.1282
862,0.384254,210.1282
863,0.384365,210.1282
864,0.385012,210.1282
865,3.392463,210.1282
866,0.385823,210.1282
867,0.386424,210.1282
868,0.38715,210.1282
869,0.387297,210.1282
870,0.686395,210.1282
871,0.387937,210.1282
872,0.388023,210.1282
873,0.389567,210.1282
874,0.389663,210.1282
875,0.389913,210.1282
876,0.39019,210.1282
877,0.891583,210.1282
878,0.391489,210.1282
879,0.39153,210.1282
880,1.075507,210.1282
881,0.966082,210.1282
882,0.229428,210.1282
883,0.392364,210.1282
884,0.392995,210.1282
885,1.416484,210.1282
886,0.394226,210.1282
887,0.394283,210.1282
888,0.394633,210.1282
889,0.395047,210.1282
890,0.395069,210.1282
891,0.675601,210.1282
892,0.395791,210.1282
893,2.927392,210.1282
894,8.944633,210.1282
895,0.397543,210.1282
896,0.397702,210.1282
897,0.397992,210.1282
898,0.398257,210.1282
899,0.399274,210.1282
900,0.399426,210.1282
901,0.399988,210.1282
902,1.041798,210.1282
903,0.40006,210.1282
904,0.400278,210.1282
905,1.295448,210.1282
906,4.10542,210.1282
907,0.401342,210.1282
908,2.603081,210.1282
909,0.401647,210.1282
910,0.402227,210.1282
911,0.402273,210.1282
912,0.402428,210.1282
913,0.40276,210.1282
914,0.402792,210.1282
915,0.40295,210.1282
916,2.164653,210.1282
917,0.403174,210.1282
918,0.403314,210.1282
919,0.051433,210.1282
920,0.786323,210.1282
921,0.710935,210.1282
922,1.329963,210.1282
923,2.568858,210.1282
924,0.405204,210.1282
925,0.405593,210.1282
926,0.406016,210.1282
927,0.406772,210.1282
928,0.406819,210.1282
929,0.406822,210.1282
930,0.407604,210.1282
931,5.680191,210.1282
932,0.408038,210.1282
933,0.408661,210.1282
934,0.409411,210.1282
935,0.409427,210.1282
936,0.409445,210.1282
937,0.565654,210.1282
938,0.409951,210.1282
939,0.4102,210.1282
940,0.410555,210.1282
941,5.235639,210.1282
942,0.411162,210.1282
943,0.411526,210.1282
944,1.737822,210.1282
945,0.412636,210.1282
946,0.412722,210.1282
947,0.083731,210.1282
948,0.414944,210.1282
949,0.417373,210.1282
950,0.908671,210.1282
951,3.657856,210.1282
952,0.415577,210.1282
953,0.417515,210.1282
954,0.41787,210.1282
955,0.417958,210.1282
956,0.418372,210.1282
957,0.304559,210.1282
958,0.419202,210.1282
959,0.419205,210.1282
960,0.419909,210.1282
961,0.529296,210.1282
962,0.954745,210.1282
963,0.420404,210.1282
964,0.421377,210.1282
965,0.421556,210.1282
966,0.421627,210.1282
967,0.421708,210.1282
968,0.423102,210.1282
969,0.423134,210.1282
970,0.423782,210.1282
971,0.583498,210.1282
972,0.424286,210.1282
973,0.697701,210.1282
974,0.425111,210.1282
975,0.425232,210.1282
976,0.425278,210.1282
977,0.425807,210.1282
978,3.356301,210.1282
979,2.17847,210.1282
980,0.426787,210.1282
981,0.426991,210.1282
982,0.427249,210.1282
983,0.280794,210.1282
984,0.428004,210.1282
985,0.428454,210.1282
986,0.428498,210.1282
987,0.429238,210.1282
988,0.429246,210.1282
989,0.77779,210.1282
990,0.429841,210.1282
991,0.430356,210.1282
992,0.430389,210.1282
993,0.43049,210.1282
994,0.430847,210.1282
995,0.430964,210.1282
996,9.347141,210.1282
997,0.431404,210.1282
998,0.464486,210.1282
999,0.432049,210.1282
1000,0.432109,210.1282
1001,1.451202,210.1282
1002,0.432515,210.1282
1003,0.432531,210.1282
1004,0.43297,210.1282
1005,0.433093,210.1282
1006,2.997031,210.1282
1007,0.433988,210.1282
1008,1.124466,210.1282
1009,0.355597,210.1282
1010,1.722341,210.1282
1011,0.435169,210.1282
1012,0.435236,210.1282
1013,0.435413,210.1282
1014,0.436533,210.1282
1015,0.714215,210.1282
1016,0.437221,210.1282
1017,0.367419,210.1282
1018,0.437537,210.1282
1019,0.437861,210.1282
1020,0.438139,210.1282
1021,0.438469,210.1282
1022,0.438584,210.1282
1023,0.438694,210.1282
1024,0.438823,210.1282
1025,0.439342,210.1282
1026,0.439432,210.1282
1027,0.439457,210.1282
1028,1.263163,210.1282
1029,0.44005,210.1282
1030,0.440321,210.1282
1031,0.494757,210.1282
1032,1.585773,210.1282
1033,0.216231,210.1282
1034,0.441161,210.1282
1035,0.441477,210.1282
1036,0.442679,210.1282
1037,0.442681,210.1282
1038,0.44278,210.1282
1039,0.425287,210.1282
1040,0.444186,210.1282
1041,0.438239,210.1282
1042,0.445076,210.1282
1043,0.118455,210.1282
1044,0.445349,210.1282
1045,0.445429,210.1282
1046,0.445821,210.1282
1047,0.673794,210.1282
1048,0.44729,210.1282
1049,0.447755,210.1282
1050,0.447851,210.1282
1051,0.447893,210.1282
1052,0.448111,210.1282
1053,0.449105,210.1282
1054,0.449146,210.1282
1055,0.449906,210.1282
1056,2.089597,210.1282
1057,0.451165,210.1282
1058,0.451809,210.1282
1059,0.451831,210.1282
1060,0.452684,210.1282
1061,0.453521,210.1282
1062,0.453592,210.1282
1063,0.453744,210.1282
1064,0.419926,210.1282
1065,0.947909,210.1282
1066,0.454286,210.1282
1067,0.793552,210.1282
1068,0.455303,210.1282
1069,0.548954,210.1282
1070,0.455598,210.1282
1071,0.456033,210.1282
1072,0.456101,210.1282
1073,0.456389,210.1282
1074,0.456637,210.1282
1075,13.78181,210.1282
1076,1.014213,210.1282
1077,0.457459,210.1282
1078,0.328287,210.1282
1079,0.457741,210.1282
1080,0.457909,210.1282
1081,1.254739,210.1282
1082,0.458101,210.1282
1083,0.458295,210.1282
1084,0.892232,210.1282
1085,0.458813,210.1282
1086,0.45983,210.1282
1087,0.459914,210.1282
1088,1.167374,210.1282
1089,0.460022,210.1282
1090,0.460484,210.1282
1091,0.46062,210.1282
1092,0.676686,210.1282
1093,0.460969,210.1282
1094,0.461078,210.1282
1095,0.461912,210.1282
1096,0.461974,210.1282
1097,0.462393,210.1282
1098,0.32528,210.1282
1099,0.463077,210.1282
1100,0.463165,210.1282
1101,0.46332,210.1282
1102,0.463353,210.1282
1103,0.463621,210.1282
1104,0.463731,210.1282
1105,0.463825,210.1282
1106,0.464191,210.1282
1107,0.464315,210.1282
1108,0.464318,210.1282
1109,0.464611,210.1282
1110,0.464668,210.1282
1111,2.508826,210.1282
1112,0.465329,210.1282
1113,0.465531,210.1282
1114,0.465918,210.1282
1115,0.4665,210.1282
1116,2.052918,210.1282
1117,0.714654,210.1282
1118,0.229118,210.1282
1119,0.467588,210.1282
1120,0.467633,210.1282
1121,0.467672,210.1282
1122,2.303485,210.1282
1123,0.468196,210.1282
1124,0.468667,210.1282
1125,2.562645,210.1282
1126,2.70519,210.1282
1127,1.024333,210.1282
1128,1.115201,210.1282
1129,0.470137,210.1282
1130,0.470697,210.1282
1131,2.590352,210.1282
1132,0.471022,210.1282
1133,0.418433,210.1282
1134,0.472145,210.1282
1135,0.472427,210.1282
1136,0.472568,210.1282
1137,0.472594,210.1282
1138,0.472761,210.1282
1139,0.472817,210.1282
1140,1.248708,210.1282
1141,0.473271,210.1282
1142,2.250135,210.1282
1143,0.473737,210.1282
1144,0.473743,210.1282
1145,3.233983,210.1282
1146,0.475037,210.1282
1147,0.476022,210.1282
1148,1.559774,210.1282
1149,0.476419,210.1282
1150,0.21631,210.1282
1151,0.920584,210.1282
1152,0.476777,210.1282
